excelRow,status,qid,subject,topic,subtopic,selectedCode,selectedPath,confidence,source,score,margin,note
"2758","CP-248","21177","Civil Procedure","Subject Matter Jurisdiction","Removal - Federal Question","94010200","Federal Subject-Matter Jurisdiction > Federal-Question Jurisdiction","high","phrase_rule","38","0","Matched from QBank metadata using explicit legal phrase rule."
"2759","CP-065","19869","Civil Procedure","Subject Matter Jurisdiction","Removal — Federal Question vs. Diversity Timing Distinctions","94010200","Federal Subject-Matter Jurisdiction > Federal-Question Jurisdiction","high","phrase_rule","43","5","Matched from QBank metadata using explicit legal phrase rule."
"2760","CP-249","18509","Civil Procedure","Subject Matter Jurisdiction","Removal - Forum-Defendant Rule","94010000","Federal Subject-Matter Jurisdiction","high","phrase_rule","41","1","Matched from QBank metadata using explicit legal phrase rule."
"2761","CP-049","18048","Civil Procedure","Subject Matter Jurisdiction","Removal — Forum-Defendant Rule","94010000","Federal Subject-Matter Jurisdiction","high","phrase_rule","43","2","Matched from QBank metadata using explicit legal phrase rule."
"2762","CP-070","20900","Civil Procedure","Subject Matter Jurisdiction","Removal — Nominal or Fraudulently Joined Party","94010000","Federal Subject-Matter Jurisdiction","high","phrase_rule","40","2","Matched from QBank metadata using explicit legal phrase rule."
"2763","CP-254","18557","Civil Procedure","Personal Jurisdiction","Removal and preservation of Rule 12(b)(2)","94020000","Personal Jurisdiction","high","phrase_rule","47","0","Matched from QBank metadata using explicit legal phrase rule."
"2764","CL-395","17989","Constitutional Law","Separation of Powers","Removal power","42010204","Separation of Powers > Executive Branch > Appointment and removal","high","phrase_rule","62","2","Matched from QBank metadata using explicit legal phrase rule."
"2765","CL-232","18663","Constitutional Law","Separation of Powers","Removal power","42010204","Separation of Powers > Executive Branch > Appointment and removal","high","phrase_rule","55","0","Matched from QBank metadata using explicit legal phrase rule."
"2766","CL-394","19421","Constitutional Law","Separation of Powers","Removal power","42010204","Separation of Powers > Executive Branch > Appointment and removal","high","phrase_rule","60","3","Matched from QBank metadata using explicit legal phrase rule."
"2767","CL-230","20071","Constitutional Law","Separation of Powers","Removal power","42010204","Separation of Powers > Executive Branch > Appointment and removal","high","phrase_rule","60","3","Matched from QBank metadata using explicit legal phrase rule."
"2768","CL-231","21038","Constitutional Law","Separation of Powers","Removal power","42010204","Separation of Powers > Executive Branch > Appointment and removal","high","phrase_rule","60","0","Matched from QBank metadata using explicit legal phrase rule."
"2769","CP-199","18873","Civil Procedure","Judgment as a Matter of Law","Renewed JMOL Preservation","92080201","Motions > Trial and Post-Trial Motions > Motion for Judgment as a Matter of Law","high","phrase_rule","54","3","Matched from QBank metadata using explicit legal phrase rule."
"2770","TR-465","17111","Torts","Defamation","Republication","62050401","Other Torts > Defamation, Privacy, and Reputation Torts > Defamation","high","phrase_rule","37","0","Matched from QBank metadata using explicit legal phrase rule."
"2771","CP-349","18780","Civil Procedure","Discovery Sanctions","Requests for Admission","95070407","Pretrial Procedures > Discovery > Sanctions","high","phrase_rule","35","5","Matched from QBank metadata using explicit legal phrase rule."
"2772","CP-180","21883","Civil Procedure","Discovery","Requests for admission","95070401","Pretrial Procedures > Discovery > Initial disclosures","review","score","42","0","Subject-filtered score is plausible but close; review recommended."
"2773","CP-319","18552","Civil Procedure","Joinder","Required parties","95070301","Pretrial Procedures > Multiple Parties and Claims > Joinder of claims","review","score","48","0","Subject-filtered score is plausible but close; review recommended."
"2774","TR-251","18113","Torts","Negligence limited-duty rules","Rescue doctrine","61020104","Negligence > Duty > Affirmative duties to act","high","phrase_rule","44","2","Matched from QBank metadata using explicit legal phrase rule."
"2775","TR-074","18530","Torts","Negligence causation","Rescue doctrine","61020104","Negligence > Duty > Affirmative duties to act","high","phrase_rule","40","0","Matched from QBank metadata using explicit legal phrase rule."
"2776","TR-252","20660","Torts","Negligence damages","Rescue doctrine and plaintiff fault","61020500","Negligence > Damages","high","phrase_rule","42","2","Matched from QBank metadata using explicit legal phrase rule."
"2777","TR-075","18168","Torts","Negligence causation","Rescue doctrine limits","61020104","Negligence > Duty > Affirmative duties to act","high","phrase_rule","42","2","Matched from QBank metadata using explicit legal phrase rule."
"2778","TR-487","19593","Torts","Vicarious liability","Respondeat superior","62060101","Other Considerations > Vicarious Liability for Acts of Others > Independent contractor and nondelegable duties","review","score","42","1","Subject-filtered score is plausible but close; review recommended."
"2779","TR-486","21200","Torts","Vicarious liability","Respondeat superior","62060101","Other Considerations > Vicarious Liability for Acts of Others > Independent contractor and nondelegable duties","review","score","42","1","Subject-filtered score is plausible but close; review recommended."
"2780","TR-093","19150","Torts","Vicarious liability","Respondeat superior - commuting and scope","62060101","Other Considerations > Vicarious Liability for Acts of Others > Independent contractor and nondelegable duties","review","score","42","1","Subject-filtered score is plausible but close; review recommended."
"2781","TR-091","17904","Torts","Vicarious liability","Respondeat superior - detour versus frolic","62060101","Other Considerations > Vicarious Liability for Acts of Others > Independent contractor and nondelegable duties","review","score","42","1","Subject-filtered score is plausible but close; review recommended."
"2782","TR-092","20965","Torts","Vicarious liability","Respondeat superior - intentional torts","62060101","Other Considerations > Vicarious Liability for Acts of Others > Independent contractor and nondelegable duties","review","score","37","2","Subject-filtered score is plausible but close; review recommended."
"2783","TR-165","21459","Torts","Vicarious liability","Respondeat superior and frolic","61020101","Negligence > Duty > In general","review","score","35","0","Subject-filtered score is plausible but close; review recommended."
"2784","CL-278","18200","Constitutional Law","Due Process","Right definition","44040202","Individual Rights > Due Process Clause > Substantive due process","high","phrase_rule","44","5","Matched from QBank metadata using explicit legal phrase rule."
"2785","real_property_rights_in_land_question_batch_005::r6::Q05","17047","Real Property","Express easement scope at creation","Rights in Land","81020102","Non-Possessory Rights and Interests in Land > Easements > Creation","high","phrase_rule","44","2","Matched from QBank metadata using explicit legal phrase rule."
"2786","real_property_rights_in_land_question_batch_007::r18::Q17","17383","Real Property","Easement creation — prescription and estoppel","Rights in Land","81020102","Non-Possessory Rights and Interests in Land > Easements > Creation","high","phrase_rule","44","3","Matched from QBank metadata using explicit legal phrase rule."
"2787","real_property_rights_in_land_question_batch_003::r10::Q09","17611","Real Property","Profit/license classification","Rights in Land","81020200","Non-Possessory Rights and Interests in Land > Profits","high","phrase_rule","39","0","Matched from QBank metadata using explicit legal phrase rule."
"2788","real_property_rights_in_land_question_batch_007::r13::Q12","17934","Real Property","Easement creation — prescription and estoppel","Rights in Land","81020102","Non-Possessory Rights and Interests in Land > Easements > Creation","high","phrase_rule","44","5","Matched from QBank metadata using explicit legal phrase rule."
"2789","real_property_rights_in_land_question_batch_009::r9::Q08","17981","Real Property","Easement scope and termination","Rights in Land","81020103","Non-Possessory Rights and Interests in Land > Easements > Scope","high","phrase_rule","44","0","Matched from QBank metadata using explicit legal phrase rule."
"2790","real_property_rights_in_land_question_batch_008::r5::Q04","18161","Real Property","Easement scope and termination","Rights in Land","81020103","Non-Possessory Rights and Interests in Land > Easements > Scope","high","phrase_rule","44","0","Matched from QBank metadata using explicit legal phrase rule."
